title,author,tags,date_published,section
2023: I’ll purchase presidential form if urged -Dankwambo,,"['2023 election', 'Dankwambo']",2 April 2022,Politics
2023 presidency: Yahaya Bello promises to make 20m Nigerians millionaires by 2030,,['Gov. Yahaya Bello'],2 April 2022,Politics
Lai Mohammed’s APC faction in Kwara defects to SDP,,[],2 April 2022,Politics
Group presents presidential nomination form to Peter Obi,,"['PDP presidential candidate', 'Peter Obi']",2 April 2022,Politics
Soludo and Anambra heavy debt burden,,"['Anambra State', 'Chukwuma Soludo']",2 April 2022,Politics
22 groups back Kano commissioner for gov race,,[],2 April 2022,Politics
My late father and Bello share similar qualities –Hafsat Abiola,,[],2 April 2022,Politics
"Umahi: Enugu A’court judgement diversionary, not an issue – PDP chieftain",,"['PDP chieftain', 'Umahi']",1 April 2022,Politics
Adamu receives Certificate of Return as APC chair,"
Oluwasegun Babalola with Agency Report ","['Abdullahi Adamu', 'Certificate Of Return']",1 April 2022,Politics
"Zoning: Ortom’s ex-aide, others to miss Benue gov race",,['Benue 2023'],1 April 2022,Politics
Defection: Marafa urges Zamfara gov to settle with deputy,,"['Governor Bello Matawalle', 'Marafa Zamfara APC']",1 April 2022,Politics
Abia deputy gov declares intention to succeed Ikpeazu,,"['Abia State', 'Governor Okezie Ikpeazu']",1 April 2022,Politics
Oil theft: Navy commences biggest operation to curb menace,,"['NAvy', 'oil theft Niger Delta']",1 April 2022,Politics
Ganduje’s ex-media aide Yakasai joins PRP,,['Salihu Tanko Yakasai'],1 April 2022,Politics
"Defection: Appeal Court dismisses suit against Umahi, deputy",,"['Appeal Court', 'Ebonyi Governor', 'Umahi']",1 April 2022,Politics
2023: Saraki’s presidency will cleanse nation of toxicity – Advocacy council,,['Dr Bukola Saraki'],1 April 2022,Politics
Osun 2022: BOOT party asks court to invalidate Adeleke’s nomination,,"['booth party', 'Omisore']",1 April 2022,Politics
"Kano commissioner resigns, cites further political ambitions",,['Kano commissioner'],1 April 2022,Politics
Kwara Assembly sacks member for dumping APC for SDP,,"['Kwara assembly', 'pdp', 'SDP']",1 April 2022,Politics
We’re ready to battle PDP in Edo LG election – APC,,['Edo APC'],1 April 2022,Politics
Defection: Ondo Assembly declares former deputy speaker’s seat vacant,,"['defection', 'Ondo Assembly']",1 April 2022,Politics
Allianz Nigeria introduces family protection insurance,,['Insurance'],11 April 2022,Business
"Insurance, pension operators urged to meet customers’ needs",,"['Insurance', 'Pension operators']",11 April 2022,Business
Sovereign Trust Insurance’s profit rises by 42%,,['Sovereign Trust'],11 April 2022,Business
Consolidated Hallmark records N971.6m profit,,['Consolidated Hallmark'],11 April 2022,Business
Veritasi Homes signs N10bn commercial paper,,['Real estate firm'],11 April 2022,Business
GTCO shareholders endorse N3 per dividend payment,,"['dividend payment', 'GTCO']",11 April 2022,Business
"Aggrieved customers petition banks over N546bn wrong charges, others",,"['Bank charges', 'CIBN']",11 April 2022,Business
Firm restates commitment to tackling housing deficit,,['housing deficit'],11 April 2022,Business
"NIQS, FOCI to discuss construction outlook in 2022",,"['construction', 'Nigerian Institute of Quantity Surveyors']",11 April 2022,Business
Land acquisition: Ogun seeks rapport with property owners,,"['land acquisition', 'Ogun State', 'property owners']",11 April 2022,Business
NAF advocates special fund for surveyor-general’s office,,"['NAF', 'Surveyor General']",11 April 2022,Business
Architects eye building collapse solutions at annual forum,,"['Building collapse', 'Nigerian Institute of Architects']",11 April 2022,Business
Firms inaugurate data verification providers’ association,,['Verification'],11 April 2022,Business
Epe represents future of real estate devt –Expert,,"['Epe', 'real estate']",11 April 2022,Business
Institute advocates quality assurance programmes in West Africa,,['quality assurance'],11 April 2022,Business
CITN charges female professionals,,[],11 April 2022,Business
"Dangote, others seek ground water protection",,[],11 April 2022,Business
Firms provide solution to marketing challenges,,[],11 April 2022,Business
"Nigeria’s non-oil exports fall by 39%, dollar shortage may worsen","
ODINAKA ANUDU ",[],11 April 2022,Business
Federal Mortgage Bank gets new MD,,[],11 April 2022,Business
"Pencom, PenOp plan free health insurance for contributors",,[],11 April 2022,Business
Akwa Ibom traders seek interest-free loans,,[],11 April 2022,Business
NGO seeks funding to expand reach,,[],11 April 2022,Business
"DataPro partners European firm, launches credit risk tool",,[],11 April 2022,Business
Stock investors lose N114bn in one week,,[],11 April 2022,Business
"FG targets 500MW from mini-grids, blames collapse on sabotage",,[],11 April 2022,Business
"Weak digital economy hindering Nigeria, other’s growth – W’Bank",,[],11 April 2022,Business
Kwara creates agency to boost investments,,[],11 April 2022,Business
CBN warns against illegal financial institutions,,[],11 April 2022,Business
‘Why NIMASA may not be blamed for gunboat disaster’,,[],11 April 2022,Business
"E-payments rise by 45%, N55tn transferred in two months",,[],11 April 2022,Business
Businesses need promotion to succeed —Olawoyin,,['businesses'],10 April 2022,Business
Unlocking capital for African tech startups,,"['Tech startup', 'tech startups']",10 April 2022,Business
"Nigeria made N374.8bn from domestic, export gas sale in 2021 – NNPC",,['gas export'],10 April 2022,Business
Nigeria among countries with high infant mortality – World Bank,,['infant mortality'],10 April 2022,Business
NSML bemoans global shortage of competent seafarers,,['seafarers'],10 April 2022,Business
Block moulders decry rising cement price,,['cement prices'],10 April 2022,Business
Nigerian economy can be resilient if proper policies are adopted –Yusuf,,['Nigerian economy'],10 April 2022,Business
"Four banks record 477,405 unresolved complaints in 12 months –Reports",,"['bank customers complaints', 'customers’ complaints']",9 April 2022,Business
"CBN, others partner to close infrastructure deficit, raise $37bn",,"['cbn', 'Infrastructure deficit']",9 April 2022,Business
Three Crowns gifts Muslim consumers Ramadan boxes,,"['Ramadan', 'Three Crowns']",9 April 2022,Business
"FG begins dry season wheat harvest, targets 1,000MT",,"['wheat', 'Wheat farmers']",9 April 2022,Business
"Blackout in Lagos, Abuja, others as national grid collapses",,['national grid collapse'],8 April 2022,Business
Ajaokuta steel: Experts fault FG’s plan to engage British firm,"
Oluwasegun Babalola with Agency Report ",[],8 April 2022,Business
"Nigeria, others at high risk of debt distress, IMF warns",,['Nigeria debt profile'],8 April 2022,Business
"Suspected Russian hackers target Nigerian websites, hit Bet9ja",,['Hackers'],8 April 2022,Business
"Buhari gets RMAFC’s new revenue sharing formula, states, LGs get more","
Stephen Angbulu and Sami Olatunji, Abuja ","['Revenue sharing formula', 'RMAFC']",8 April 2022,Business
Currency in circulation falls by N42.43bn in two months,,['Currency in circulation'],8 April 2022,Business
"2022 budget deficit jumps to N7.35tn, Buhari to borrow N965bn",,['budget deficit'],8 April 2022,Business
Train victims’ families protest at transportation ministry’s briefing,,['Abuja-Kaduna train attack'],8 April 2022,Business
‘Background check saves firms from fraudulent workers’,,"['fraudulent', 'fraudulent jobs']",8 April 2022,Business
ISCAN seeks increased foreign exchange inflow,,"['foreign exchange', 'foreign exchange inflow']",8 April 2022,Business
"NNPC seeks special courts to prosecute oil thieves, others",,['oil thieves'],8 April 2022,Business
UBA loans to customers rose to N2.83tn in 2021 – Elumelu,,"['loans', 'United Bank for Africa']",8 April 2022,Business
PenOp backs career women’s growth,,['PenOp'],8 April 2022,Business
"Lekki port’ll boost intra-African trade, create 170,000 jobs – Pingzhen",,['Lekki port'],8 April 2022,Business
Medplus offers free healthcare to underprivileged children,,[],8 April 2022,Business
Institute wants professionals in procurement process,,[],8 April 2022,Business
"Apapa, Onne Customs collect N323bn in Q1 2022",,[],8 April 2022,Business
Africa’s best brands to get recognition,,[],8 April 2022,Business
"Babalola, Fayemi canvass revival of afforestation for wealth creation",,[],8 April 2022,Business
"Insecurity: Convene Council of State meeting, LCCI tells Buhari",,[],8 April 2022,Business
FG plans contribution for $1bn regional devt bank,,[],8 April 2022,Business
"We’ve commenced fertiliser exportation to US, others –Edwin",,['fertiliser'],8 April 2022,Business
ARM begins support for fintech start-ups,,['fintech start-ups'],8 April 2022,Business
FCMB records N22.7bn profit,,['FCMB'],8 April 2022,Business
"Canada to ban Nigerians, others from buying homes",,"[""'Covid-19'"", 'Justin Trudeau']",7 April 2022,Business
CBN fines three banks N800m over crypto transactions,,"['cbn', 'Crypto transactions']",7 April 2022,Business
No plan to reduce duty on imported vehicles – Customs,,['Import duty'],7 April 2022,Business
"SIM-NIN: Deactivated subscribers want three-month extension, enrolment centres congested",,['NIN-SIM linkage'],7 April 2022,Business
"Reps halt Ecological Fund allocation to NEMA, others",,"['Ecological fund', 'NEMA']",7 April 2022,Business
Mortgage bank loses N2bn assets over NEXIM loan default,,"['mortgage bank', 'NEXIM']",7 April 2022,Business
"Air passengers grow by 34% in Nigeria, others — IATA",,"['air passengers', 'IATA']",7 April 2022,Business
"Nigeria has over 80,000 refugees, 3.2 million IDPs, says UN",,"['IDPs', 'nigeria', 'refugees']",7 April 2022,Business
"NNPC pays $3.68bn, owes Total, Agip, Shell $1.01bn cash call debts",,['NNPC'],7 April 2022,Business
"98,000 farmers, small businesses to get over N5bn loans –FG",,['farmers'],7 April 2022,Business
Zenith Bank pays N97.33bn dividend to shareholders,,"['dividend payment', 'Zenith Bank']",7 April 2022,Business
"Organisations empower 20,567 youths in Kano",,['youths empowerment'],7 April 2022,Business
FSI partners varsity to drive financial solutions for MSMEs,,['MSMEs'],7 April 2022,Business
Only Nigerian seafarers pay taxes globally – NSML,,['seafarers'],7 April 2022,Business
"Energy, our biggest operational cost, says Transcorp",,['Transcorp'],7 April 2022,Business
FG seeks transition from fossil fuel to renewable energy,,['renewable energy'],7 April 2022,Business
NLNG witnessing insufficient gas supply – FG,,"['Gas supply', 'NLNG']",7 April 2022,Business
"Firm canvasses corrosion control in oil, gas sector",,['oil sector'],7 April 2022,Business
Firm sensitises stakeholders against fake products,,['Fake products'],7 April 2022,Business
NIMASA may probe sinking of gunboat,,['NIMASA'],7 April 2022,Business
FG raids shipping companies over high freight charges,,['freight rates'],7 April 2022,Business
Kebbi Customs made N87m in March – Controller,,['customs'],7 April 2022,Business
"Pensioners threaten showdown with Fayemi, Abiodun, South-East govs, retiree slumps","
Nike Popoola, Daud Olatunji, Raphael Ede and Abiodun Nejo ","['pensioners', 'unpaid pensions']",7 April 2022,Business
SIM change: Reps probe telecoms firms over invasion of subscribers’ privacy,,"['telecoms', 'telecoms firms']",7 April 2022,Business
"We’re creating opportunities for tech investors, says Sanwo-Olu",,"['Sanwo-olu', 'tech investors']",7 April 2022,Business
Ighalo eyes return to Europe,,['Ighalo'],7 April 2022,Business
Lekoil shareholders file petition to prevent value loss,,"['Lekoil', 'loss']",7 April 2022,Business
"Train attack: Seven crew members missing, NRC losses hit N80m",,['Abuja-Kaduna train attack'],6 April 2022,Business
"Thefts: Account for six-month oil production, Reps order NUPRC",,"['NUPRC', 'oil theft']",6 April 2022,Business
"SIM-NIN: Deactivated subscribers storm telecom outlets, queues mount",,['NIN-SIM linkage'],6 April 2022,Business
"NSITF fails to remit N3.8bn to FG, say Reps",,['NSITF'],6 April 2022,Business
Nigeria’s imports rise by N12.11tn despite forex shortage,,['imports'],6 April 2022,Business
Gridlock crippling business activities at Lekki FTZ – Operators,,"['Lekki Free Trade Zone', 'Lekki FTZ']",6 April 2022,Business
MainOne’s acquisition finalised as Equinix announces ownership,,['MainOne'],6 April 2022,Business
Rainoil drives expansion plans,,['Rainoil'],6 April 2022,Business
Pepsodent plans to educate one million children,,['children'],6 April 2022,Business
Abandoned projects: Senate extends 2021 budget implementation to May 31,,"['abandoned projects', 'budget implementation']",6 April 2022,Business
Total assets of 882 microfinance banks hit N1.35tn,,['Microfinance banks'],6 April 2022,Business
Institute drives financial inclusion for economic recovery,,"['Economic recovery', 'Financial inclusion']",6 April 2022,Business
Wema Bank’s assets cross N1tn mark,,['Wema Bank'],6 April 2022,Business
"Kyari mobilises NUPENG, others to tackle oil theft",,"['NUPENG', 'oil theft']",6 April 2022,Business
Unemployment looms as truckers lament 50% drop in cargoes,,"['cargoes', 'Unemployment']",6 April 2022,Business
"Customs promote 3,466 officers",,['customs'],6 April 2022,Business
Firms partner on CSR,,['csr'],6 April 2022,Business
GNI boosts motor insurance accessibility,,"['GNI', 'motor insurance']",6 April 2022,Business
Red Star confirms Babura as new CEO,,['appointments'],6 April 2022,Business
"Pricing, route disparity threaten domestic airline alliance – Experts",,['Domestic airlines'],6 April 2022,Business
NBCC urges prioritisation of technology for increased productivity,,"['NBCC', 'Technology']",6 April 2022,Business
AFC grows assets by 16% to $8.56bn,,['AFC'],6 April 2022,Business
"Concession: We are ready, terminal operator tells FG",,['Airport concession'],6 April 2022,Business
Ogun conducts project mgt training for state workers,,['Ogun workers'],6 April 2022,Business
Foundation supports 100 micro businesses,,['businesses'],6 April 2022,Business
More foreign investors showing intrest in Nigeria air –FG,,['foreign investors'],6 April 2022,Business
MultiChoice appoints new sales executive,,['MultiChoice'],6 April 2022,Business
APM Terminals unveils smart office in Apapa,,['APM Terminals'],6 April 2022,Business
NEPC plans digital marketing of ‘adire’,,"['digital marketing', 'NEPC']",6 April 2022,Business
BCG announces appointment of associate director,,['appointments'],6 April 2022,Business
DMO releases FG’s N720bn second quarter borrowing plan,,"['DMO', 'FG']",5 April 2022,Business
"Nigeria set to become Africa’s fertiliser powerhouse, says Buhari",,"['buhari', 'FEPSAN', 'fertilisers']",5 April 2022,Business
"Multimillion naira gunboat sinks in Lagos, NIMASA denies responsibility",,"['gunboats', 'NIMASA']",5 April 2022,Business
Nigeria’s total debt could hit N50tn – Report,,['Nigeria debt profile'],5 April 2022,Business
Dangote refinery’ll drive industrial revolution in Africa –FG,,['dangote refinery'],5 April 2022,Business
CBN warns of illegal firms promising outrageous returns,,['cbn'],5 April 2022,Business
NYSC inaugurates skills acquisition centre,,"['NYSC', 'Skills acquisition']",5 April 2022,Business
"Firm, banks partner on financial solutions",,['financial solutions'],5 April 2022,Business
"Train attack: Reps grill security chiefs today, 146 passengers unreachable","
Leke Baiyewu and Sodiq Oyeleke ","['Abuja-Kaduna train attack', 'Kaduna train attack']",5 April 2022,Business
"NIN-SIM: 72 million subscribers barred from making calls, FG knocked","
Temitayo Jaiyeola, Sami Tunji, Deborah Tolu-Kolawole ",['NIN-SIM linkage'],5 April 2022,Business
Reps summon Amaechi over delay in expired NPA leases,,"['Amaechi', 'NPA']",5 April 2022,Business
FG urged to provide conducive business environment for SMEs,,['SMEs'],5 April 2022,Business
"FG grants three-year tax relief to 33 companies, bars 10 firms",,['Tax relief'],4 April 2022,Business
Two million people’ll start receiving N20bn monthly from June -FG,,['cash transfer programme'],4 April 2022,Business
CBN imposes heavy sanctions on banks over mutilated notes,,"['cbn', 'mutilated notes']",4 April 2022,Business
Food imports exceed exports by N2.23tn in 12 months,,['Food imports'],4 April 2022,Business
FG’s new borrowings rise by 278.03% in six years,,['FG borrowing'],4 April 2022,Business
"PenCom to fine PFAs over pensioners’ delayed payment, others",,"['pencom', 'pensioners']",4 April 2022,Business
PenOp gets new executives,,"['appointments', 'PenOp']",4 April 2022,Business
FG urged to provide conducive business environment for SMEs,,['SMEs'],4 April 2022,Business
Firm launches platform for luxury car lease,,['car lease'],4 April 2022,Business
Unity Bank assures maize farmers of support,,"['farmers', 'Maize farmers']",4 April 2022,Business
International Breweries advocates responsible drinking,,['International Breweries'],4 April 2022,Business
"Shongai set to build pallet plant, boosts demand",,"['industry', 'Shongai']",4 April 2022,Business
"FX trading platform targets 2,000 jobs",,['forex trading'],4 April 2022,Business
BoI targets $10bn foreign investment,,"['BoI', 'foreign investment']",4 April 2022,Business
Obaseki woos investors at expo,,['investors'],4 April 2022,Business
Experts predict further depreciation of naira,,['Naira depreciation'],4 April 2022,Business
Our Lagos consulate’ll inject $95m into Nigeria’s economy – US,,"['Nigeria’s economy', 'US Consulate']",4 April 2022,Business
"Why mortgage, housing sectors still struggle despite govt interventions – Hamman",,"['housing sectors', 'mortgage']",4 April 2022,Business
Housing deficit: Firm introduces N10bn discount on building materials,,"['building materials', 'housing deficit']",4 April 2022,Business
"LFZ records $2bn investment, projects $3.5bn by 2024",,['Lekki Free Trade Zone'],4 April 2022,Business
Award programme set to focus on cocoa economic value,,"['cocoa cultivation', 'cocoa exports']",4 April 2022,Business
"Stock market extends weekly decline, investors lose N185bn",,"['investors', 'stock market']",4 April 2022,Business
"No proper framework to regulate real estate, – NIESV",,['real estate'],4 April 2022,Business
Caleb varsity architecture programme get ARCON accreditation,,"['ARCON', 'Caleb varsity']",4 April 2022,Business
Creditswitch partners NCoS on prison inmates,,['prison inmates'],4 April 2022,Business
VIDEO: Corps member gifts viral drummer ‘Baba Onilu’ proceeds from sale of photograph as NFT,,"['Corper', 'drummer', 'nft', 'photographer']",10 April 2022,Videos
"VIDEO: So This Happened (162) reviews court striking out eight charges against Nnamdi Kanu, man who set wife, brother ablaze, other",,"['Husband', 'IPOB', 'Justice Binta Nyako', 'Lagos', 'MC Oluomo', 'Nnamdi Kanu', 'police', 'So this happened', 'wife']",10 April 2022,Videos
VIDEO: Truck driver who crushed our kids to death still walking free -Parents cry out,,"['accident', 'court', 'Ogun', 'police', 'truck driver']",10 April 2022,Videos
"VIDEO: Meet gifted physically challenged pencil artist, Akugbe Joshua",,"['pencil artist', 'Physically Challenged']",9 April 2022,Videos
VIDEO: I did not set my 10-year-old daughter ablaze- Detained mother of five,,[],7 April 2022,Videos
VIDEO: Government should focus on tackling insecurity not silencing critics -Digital Imam,,"['digital imam', 'insecurity']",7 April 2022,Videos
"VIDEO: So This Happened (161) reviews Kaduna train attack, resumption of tolling at Lekki tollgate",,['So This Happened(161)'],3 April 2022,Videos
VIDEO: Passengers often refuse to enter my car -Physically challenged cabbie,,"['cab driver', 'Oyo']",3 April 2022,Videos
[VIDEO] Ogun Interchange: FG didn’t notify us before marking our houses for demolition – Landlords,,"['Demolition', 'Ogun State']",1 April 2022,Videos
"VIDEO: Meet 12-year-old female boxer, dominating boys in the ring",,"['female boxer', 'sports']",31 March 2022,Videos
"VIDEO: So This Happened (160) reviews terror attack on Abuja-Kaduna train, man arrested for attending church, other",,['So This Happened(160)'],31 March 2022,Videos
"VIDEO: Policemen guarding Ogun estate kill bricklayer, hide corpse",,"['bricklayer', 'Ogun State', 'policeman']",29 March 2022,Videos
"VIDEO: So This Happened (159) reviews mother who set daughter ablaze, beggars pretending disabilities, others",,"['beggars', 'daughter', 'mother', 'Ogun', 'So This Happened (159)']",28 March 2022,Videos
"VIDEO: My husband abandoned me for refusing to dump my twin daughters -Mother of skit makers, ‘Twinzlove’",,"['Father', 'mother', ""Mothers' Day"", 'Twinxlove']",28 March 2022,Videos
[FÍDÍÒ] Ọ̀rọ̀ kàbìtì: Ọwọ́ tẹ afurasí agbénipa méje tí wọ́n ń ta ẹ̀yà ara ènìyàn,,"['FÍDÍÒ', 'kidnapping', 'Ogun', 'Ọ̀rọ̀ kàbìtì', 'police', 'safety tips']",25 March 2022,Videos
"VIDEO: How I was assaulted, extorted by security operatives in Okene -Abuja artiste",,"['extortion', 'Okene', 'police', 'SWAT']",24 March 2022,Videos
"VIDEO: How I was arrested, vehicle impounded, extorted by FAAN operatives for parking at bus stop",,"['extortion', 'FAAN', 'Federal Airports Authority of Nigeria', 'vehicle']",24 March 2022,Videos
"VIDEO: So This Happened (158) reviews Spanish protest over fuel, food shortages, brutalisation of student by principal, other",,"['#FuelPriceHike', 'Principal', 'protest', 'So this happened', 'Spanish', 'student']",23 March 2022,Videos
VIDEO: Will drinking a mixture of malt and milk serve as blood tonic? | 60-Secs Myth Busting,,"['60-Secs Myth-busting', 'Blood', 'malt', 'Milk']",20 March 2022,Videos
"VIDEO: So This Happened (157) reviews Bianca Ojukwu’s slap at Soludo inauguration, corpers protesting police shooting in Ibadan, other",,"['Anambra', 'Bianca Ojukwu', 'Corpers', 'Ebelechukwu Obiano', 'Ibadan', 'Inauguration', 'OAU', 'Police Shooting', 'protest', 'So This Happened (157)', 'Soludo']",20 March 2022,Videos
VIDEO: How retired soldier assaulted me for refusing sexual advances -Lagos ‘agbo’ seller,,"['seller', 'Sexual harassment', 'violence']",18 March 2022,Videos
"VIDEO: So This Happened (156) reviews NDLEA tracing N4.2bn to Abba Kyari, co-accused accounts, India mistakenly firing missiles into Pakistan, other",,"['Abba Kyari', 'Diapatch rider', 'Drug business', 'India', 'NDLEA', 'news review', 'Pakistan', 'Sangotedo', 'So This Happened (156)']",16 March 2022,Videos
VIDEO: Will an apple a day keep the doctor away? | 60-Secs Myth Busting,,"['60-Secs Myth-busting', 'Apple', 'health', 'Medical Doctor']",16 March 2022,Videos
"VIDEO: I was offered bribe, received death threats for seeking justice -Brother of soldier shot dead by DSS",,"['brother', 'DSS', 'Lekki', 'Private Obafemi Adetayo', 'soldier']",15 March 2022,Videos
"VIDEO: So This Happened (155) reviews arraignment of BRT driver Andrew Nice, suspected killer of Super TV CEO, Chidinma Ojukwu, wins beauty pageant in jail, other",,"['Andrew Nice', 'Bamise Ayanwola', 'BRT driver', 'Chidinma Ojukwu', 'court', 'Super TV CEO']",13 March 2022,Videos
[FÍDÍÒ] Èdè wa ni: Ẹ pàdé Adékọ́lá Wikipedia tó ń dá àwọn ènìyàn lárayá pẹ̀lú ìpolówó ọjà rẹ̀,,"['Ede wa ni', 'Punch Yoruba', 'Wikipedia']",13 March 2022,Videos
Insecurity: Nigerians must act to avoid anarchy,,[],11 April 2022,Editorial
States should harness solid minerals,,['solid minerals'],10 April 2022,Editorial
Youth unemployment bomb ticks louder,,['Youth unemployment'],8 April 2022,Editorial
Insecurity and looming food crisis,,['food crisis'],7 April 2022,Editorial
"Loan sharks should be stopped, prosecuted",,['loan sharks'],6 April 2022,Editorial
"MAN’s warning on naira, job losses alarming",,"['job loss', 'Naira depreciation']",5 April 2022,Editorial
"Buhari, declare state of emergency in Kaduna",,['Kaduna killings'],4 April 2022,Editorial
"Combating yearly Lassa fever, cholera scourges",,"['cholera outbreaks', 'Lassa fever']",3 April 2022,Editorial
"Sanwo-Olu, rid Lagos of beggars now",,['Lagos beggars'],1 April 2022,Editorial
Saving the poultry industry from collapse,,['Poultry industry collapse'],31 March 2022,Editorial
Stop the reckless abuse of bridges,,['bridge'],30 March 2022,Editorial
Ominous terrorist attack on Kaduna airport,,['Kaduna airport'],29 March 2022,Editorial
Grand oil theft threatens the economy,,"['nigeria', 'oil theft']",28 March 2022,Editorial
Blackmail by indigenes over OAU VC is disgusting,,['OAU VC'],27 March 2022,Editorial
NURTW: Averting fresh violence in Lagos,,['Lagos NURTW'],25 March 2022,Editorial
"NDDC has outlived its usefulness, scrap it",,['NDDC'],24 March 2022,Editorial
Repairing Nigeria’s declining global reputation,,['Nigeria crisis'],23 March 2022,Editorial
Military deployment in 36 states dangerous,,"['insecurity', 'military deployment']",22 March 2022,Editorial
Firm response needed to tackle energy crisis,,['energy crisis'],21 March 2022,Editorial
UBEC and states’ neglect of basic education,,['UBEC'],20 March 2022,Editorial
Rethinking EFCC’s cybercrime strategy,,"['cybercrime', 'efcc']",18 March 2022,Editorial
Nigeria’s unending electricity woes,,"['blackout', 'Electricity']",17 March 2022,Editorial
Public officials’ disrespect for judicial orders,,"['judicial orders', 'public officials']",16 March 2022,Editorial
Russia’s invasion of Ukraine takes heavy toll,,"['economic sanctions', 'Russian invasion', 'Ukraine']",15 March 2022,Editorial
"Economy faces headwinds, crucial test",,"[""'Covid-19'"", 'food security', 'Nigerian economy', 'oil prices']",14 March 2022,Editorial
Industrial instability in tertiary institutions,,['tertiary institutions'],13 March 2022,Editorial
On cost of party forms and IPOB free Monday,,[],11 April 2022,Columns
Oil magic: President Buhari’s letter to the National Assembly,,"['National Assembly', 'oil production', 'President Buhari']",11 April 2022,Columns
"The End, Nigeria?",,"['column', 'Sonala Olumhense']",10 April 2022,Columns
2023: Aren’t we lucky?,,['column'],10 April 2022,Columns
Health benefits of nuts,,['healthy living'],10 April 2022,Columns
Soul of a home,,"['Chukwuneta Oby', 'Columns']",9 April 2022,Columns
Self-control is essential for a healthy and peaceful marriage,,['column'],9 April 2022,Columns
"Girls, don’t let the world deceive and later reject you",,['column'],9 April 2022,Columns
Sickle cell and iron,,"['column', 'sickle cell']",9 April 2022,Columns
Women’s health: Making self-care a priority,"
Edith Declan- ","['cancer', 'Woman health']",8 April 2022,Columns
Adeboye’s clarion call: Sermonette to the deaf?,,['Leke Adeboye'],8 April 2022,Columns
2023 and missing snapshots of the promised land,,['2023 elections'],8 April 2022,Columns
Beere: Egba women’s revolt speaks my language (2),,['column'],8 April 2022,Columns
Sheikh Nuru Khalid and the problem of religion,,['Abuja Imam'],7 April 2022,Columns
Gospel according to Sheikh Khalid,,"['Abuja Imam', 'column']",7 April 2022,Columns
Unnecessary begging (2),,['column'],6 April 2022,Columns
Lucidity of absurdity in fighting insecurity in Nigeria,,['insecurity'],6 April 2022,Columns
The clear message from Kaduna train attackers,,['Kaduna train attack'],5 April 2022,Columns
Super Eagles’ lackadaisical display on the pitch,,['Super Eagles'],5 April 2022,Columns
"Ooni, OAU and Ife deaf gods (2)",,['OAU VC'],4 April 2022,Columns
Education and health as economic imperatives (2),,"['education', 'health']",4 April 2022,Columns
The ‘Kaduna Statement’ on national security,,"['Abuja-Kaduna train attack', 'Kaduna killings']",4 April 2022,Columns
"Integrity is negotiable, Buhari suggests",,['buhari'],3 April 2022,Columns
"Abuja-Kaduna train attacks: Less blaming, more accountability",,"['Abuja-Kaduna train attack', 'column', 'Kaduna train attack']",3 April 2022,Columns
Conclusion of medicine in unlikely plant parts,,['healthy living'],3 April 2022,Columns
Listen differently to life…,,"['Chukwuneta Oby', 'column']",2 April 2022,Columns
Beere: Egba women’s revolt speaks my language (1),,"['column', 'language']",1 April 2022,Columns
Terror on a night train,,['Kaduna train attack'],1 April 2022,Columns
Kaduna train tragedy and a nation’s running grief,,['Kaduna train attack'],1 April 2022,Columns
"Irresponsible government, inhuman citizens",,['Abuja-Kaduna train attack'],31 March 2022,Columns
Kaduna attack: Trains are not the progress Nigeria needed,,['Abuja-Kaduna train attack'],31 March 2022,Columns
World Met Day 2022: Early warning for early action,,['World Meteorology Day'],31 March 2022,Columns
That Anambra inauguration ‘gbajue’,,"['Anambra State', 'column', 'Soludo']",30 March 2022,Columns
Understanding new campaign finance law in Nigeria,,"['2023 elections', 'campaign finance']",30 March 2022,Columns
Why election changes nothing in Nigeria,,['elections'],29 March 2022,Columns
Did you know that ‘couple’ refers to unmarried lovers too?,,['English class'],29 March 2022,Columns
The evil of age discrimination in recruitment,,"['Age', 'recruitment']",29 March 2022,Columns
Consensus without consent: APC convention in focus,,['APC convention'],28 March 2022,Columns
"Ooni, OAU and Ife deaf gods (1)",,"['OAU', 'Ooni of Ife']",28 March 2022,Columns
Education and health as economic imperatives (1),,"['ASUU', 'economy', 'education']",28 March 2022,Columns
Moving Beyond Emptiness,,"['column', 'Sonala Olumhense']",27 March 2022,Columns
America’s prohibition and Nigeria’s future,,"['column', 'nigeria']",27 March 2022,Columns
Medicine in unlikely plant parts: Cocoa pod husk,,['healthy living'],27 March 2022,Columns
Men are yet to understand this!,,"['Chukwuneta Oby', 'column']",26 March 2022,Columns
Don’t give up when your IVF cycle fails,,['IVF'],26 March 2022,Columns
Sickle cell and inner resolve,,['sickle cell'],26 March 2022,Columns
"Help, I’m the persecuted JAMB Registrar",,"['Ishaq Oloyede', 'JAMB registrar']",25 March 2022,Columns
Buhari’s successor will have his hands full,,['‘Buhari’s successor'],25 March 2022,Columns
Unpacking new discourses on economy and knowledge production,,"['column', 'Nigeria economy']",25 March 2022,Columns
Lessons from Buhari’s adventure in power,,"['buhari', 'column']",24 March 2022,Columns
Nigerians: Abused and abusive people,,"['Bianca', 'column', 'Ebele Obiano']",24 March 2022,Columns
Why are we deaf to cries from Nembe?,,"['column', 'Nembe Spill']",24 March 2022,Columns
Simple acts of love can leave everlasting memories,,[],24 March 2022,Columns
May we not drive our daughters into the hands of evil men!!!,,[],24 March 2022,Columns
